Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
299,Erubiel Durazo*\durazer01,28,ARI,NL,76,276,222,46,58,12,2,16,48,0,1,49,60,0.261,0.395,0.55,0.944,136,122,1,2,0,3,2,3/D9
1239,Matt Williams\willima04,36,ARI,NL,60,238,215,29,56,7,2,12,40,3,1,21,41,0.26,0.324,0.479,0.803,100,103,8,0,0,2,1,5
212,Greg Colbrunn\colbrgr01,32,ARI,NL,72,185,171,30,57,16,2,10,27,0,0,13,19,0.333,0.378,0.626,1.004,148,107,5,0,0,1,1,3/5D
56,Rod Barajas\barajro01,26,ARI,NL,70,172,154,12,36,10,0,3,23,1,0,10,25,0.234,0.288,0.357,0.645,62,55,4,3,2,3,4,2/3
63,Danny Bautista\bautida01,30,ARI,NL,40,166,154,22,50,5,2,6,23,4,2,11,21,0.325,0.367,0.5,0.867,117,77,4,0,0,1,2,9/8
455,Jose Guillen\guilljo01,26,ARI,NL,54,141,131,13,30,4,0,4,15,3,4,7,25,0.229,0.277,0.351,0.628,57,46,7,2,0,1,1,9/87D
778,Chad Moeller\moellch01,27,ARI,NL,37,123,105,10,30,11,1,2,16,0,1,17,23,0.286,0.385,0.467,0.852,114,49,6,0,1,0,3,2
564,Randy Johnson\johnsra05,38,ARI,NL,34,99,89,4,12,3,0,0,8,0,0,3,40,0.135,0.161,0.169,0.33,-16,15,3,0,6,1,0,1
1054,Curt Schilling\schilcu01,35,ARI,NL,34,98,86,7,15,0,0,0,3,0,0,4,26,0.174,0.211,0.174,0.386,-1,15,2,0,8,0,0,1
286,Chris Donnels*\donnech01,36,ARI,NL,74,93,80,5,19,4,1,3,16,0,0,10,14,0.238,0.312,0.425,0.737,84,34,2,0,0,3,1,5/3
200,Alex Cintron#\cintral01,23,ARI,NL,38,90,75,11,16,6,0,0,4,0,0,12,13,0.213,0.322,0.293,0.615,57,22,2,0,3,0,2,4/56
60,Miguel Batista\batismi01,31,ARI,NL,33,56,51,5,8,2,0,1,2,0,0,3,28,0.157,0.204,0.255,0.459,15,13,2,0,2,0,0,1
68,Jay Bell\bellja01,36,ARI,NL,32,56,49,3,8,1,0,2,11,0,0,5,9,0.163,0.25,0.306,0.556,40,15,2,1,0,1,0,/5346
484,Rick Helling\helliri01,31,ARI,NL,29,61,46,3,2,0,0,0,1,0,0,8,16,0.043,0.2,0.043,0.243,-34,2,1,1,6,0,0,1
29,Brian Anderson#\anderbr02,30,ARI,NL,36,49,43,0,5,1,1,0,2,0,0,0,9,0.116,0.136,0.186,0.322,-19,8,0,1,5,0,0,1
653,Mark Little\littlma01,29,ARI,NL,15,28,22,8,6,0,1,0,2,0,0,2,5,0.273,0.429,0.364,0.792,103,8,0,4,0,0,0,/978
575,Felix Jose#\josefe01,37,ARI,NL,13,25,19,5,5,0,0,2,4,0,0,4,8,0.263,0.36,0.579,0.939,132,11,1,0,0,2,0,/97
870,Lyle Overbay*\overbly01,25,ARI,NL,10,10,10,0,1,0,0,0,1,0,0,0,5,0.1,0.1,0.1,0.2,-49,1,0,0,0,0,0,
884,John Patterson\pattejo02,24,ARI,NL,7,12,10,1,1,0,0,0,0,0,0,1,4,0.1,0.182,0.1,0.282,-26,1,0,0,1,0,0,/1
1115,Todd Stottlemyre*\stottto01,37,ARI,NL,5,6,4,0,0,0,0,0,0,0,0,1,2,0,0.2,0,0.2,-44,0,0,0,1,0,0,/1
604,Danny Klassen\klassda01,26,ARI,NL,4,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,69,1,0,0,0,0,0,/56
595,Byung-Hyun Kim\kimby01,23,ARI,NL,66,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,154,1,0,0,0,0,0,1
613,Mike Koplove\koplomi01,25,ARI,NL,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
350,Mike Fetters\fettemi01,37,ARI,NL,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
711,Matt Mantei\mantema01,28,ARI,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
793,Mike Morgan\morgami01,42,ARI,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
816,Mike Myers*\myersmi01,33,ARI,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
858,Eddie Oropesa*\oropeed01,30,ARI,NL,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
881,Jose Parra\parrajo01,29,ARI,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
943,Bret Prinz\prinzbr01,25,ARI,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
977,Armando Reynoso\reynoar02,36,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1039,Duaner Sanchez\sanchdu01,22,ARI,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1132,Greg Swindell\swindgr01,37,ARI,NL,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
386,Rafael Furcal#\furcara02,24,ATL,NL,154,693,636,95,175,31,8,8,47,27,15,43,114,0.275,0.323,0.387,0.71,85,246,8,3,9,2,0,*6/4
566,Andruw Jones\jonesan01,25,ATL,NL,154,659,560,91,148,34,0,35,94,8,3,83,135,0.264,0.366,0.513,0.878,127,287,14,10,0,6,4,*8/D
571,Chipper Jones#\jonesch06,30,ATL,NL,158,662,548,90,179,35,1,26,100,8,2,107,89,0.327,0.435,0.536,0.972,153,294,18,2,0,5,23,*7
174,Vinny Castilla\castivi02,34,ATL,NL,143,578,543,56,126,23,2,12,61,4,1,22,69,0.232,0.268,0.348,0.616,60,189,22,7,0,6,4,*5
1068,Gary Sheffield\sheffga01,33,ATL,NL,135,579,492,82,151,26,0,25,84,12,2,72,53,0.307,0.404,0.512,0.916,138,252,16,11,0,4,2,*9/D
669,Javy Lopez\lopezja01,31,ATL,NL,109,385,347,31,81,15,0,11,52,0,1,26,63,0.233,0.299,0.372,0.67,74,129,15,8,0,4,8,2
378,Julio Franco\francju01,43,ATL,NL,125,383,338,51,96,13,1,6,30,5,1,39,75,0.284,0.357,0.382,0.739,94,129,13,1,2,3,3,3/D
659,Keith Lockhart*\lockhke01,37,ATL,NL,128,331,296,34,64,13,3,5,32,0,1,27,50,0.216,0.282,0.331,0.613,60,98,4,1,5,2,9,4/5
95,Henry Blanco\blanche01,30,ATL,NL,81,249,221,17,45,9,1,6,22,0,2,20,51,0.204,0.267,0.335,0.602,56,74,5,1,2,5,5,2
408,Marcus Giles\gilesma01,24,ATL,NL,68,242,213,27,49,10,1,8,23,1,1,25,41,0.23,0.315,0.399,0.714,86,85,5,2,1,1,3,4/5
117,Darren Bragg*\braggda01,32,ATL,NL,109,240,212,34,57,15,2,3,15,5,2,24,52,0.269,0.347,0.401,0.748,95,85,4,2,1,1,0,987/D
277,Mark DeRosa\derosma01,27,ATL,NL,72,232,212,24,63,9,2,5,23,2,3,12,24,0.297,0.339,0.429,0.768,100,91,5,3,2,3,3,46/957
485,Wes Helms\helmswe01,26,ATL,NL,85,231,210,20,51,16,0,6,22,1,1,11,57,0.243,0.283,0.405,0.687,77,85,5,3,1,6,2,35/79
379,Matt Franco*\francma01,32,ATL,NL,81,233,205,25,65,15,4,6,30,1,0,27,31,0.317,0.395,0.517,0.912,136,106,5,0,0,1,2,3/79
1125,B.J. Surhoff*\surhob.01,37,ATL,NL,25,85,75,5,22,5,0,0,9,1,3,9,5,0.293,0.369,0.36,0.729,92,27,1,0,1,0,0,3/9
771,Kevin Millwood\millwke01,27,ATL,NL,34,82,70,5,14,5,0,1,11,0,0,0,27,0.2,0.2,0.314,0.514,32,22,0,0,11,0,0,1
416,Tom Glavine*\glavito02,36,ATL,NL,36,84,68,0,7,1,0,0,3,0,0,3,13,0.103,0.141,0.118,0.258,-31,8,5,0,13,0,0,1
392,Jesse Garcia\garcije01,28,ATL,NL,39,61,61,6,12,1,0,0,5,0,1,0,14,0.197,0.197,0.213,0.41,7,13,1,0,0,0,0,4/679
700,Greg Maddux\maddugr01,36,ATL,NL,33,68,59,6,11,3,0,0,2,1,0,0,8,0.186,0.186,0.237,0.424,10,14,0,0,9,0,0,1
797,Damian Moss\mossda01,25,ATL,NL,31,60,50,2,5,1,0,0,2,0,0,4,24,0.1,0.167,0.12,0.287,-23,6,0,0,6,0,0,1
714,Jason Marquis*\marquja01,23,ATL,NL,28,41,38,6,5,0,0,1,1,0,0,0,16,0.132,0.132,0.211,0.342,-12,8,1,0,3,0,0,1
1159,Steve Torrealba\torrest01,24,ATL,NL,13,21,17,1,1,0,0,0,1,0,0,3,4,0.059,0.2,0.059,0.259,-28,1,0,0,1,0,0,2
667,Albie Lopez\lopezal02,30,ATL,NL,28,9,9,0,1,0,0,0,0,0,0,0,6,0.111,0.111,0.111,0.222,-42,1,0,0,0,0,0,1
508,Trey Hodges\hodgetr01,24,ATL,NL,4,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,/1
103,Jung Bong*\bongju01,21,ATL,NL,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,/1
514,Darren Holmes\holmeda01,36,ATL,NL,51,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
970,Mike Remlinger*\remlimi01,36,ATL,NL,68,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
1087,John Smoltz\smoltjo01,35,ATL,NL,72,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
319,John Ennis\ennisjo01,22,ATL,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/1
469,Chris Hammond*\hammoch01,36,ATL,NL,59,2,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,46,0,0,0,0,0,0,1
621,Ryan Langerhans*\langery01,22,ATL,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,/7
1101,Tim Spooneybarger\spoonti01,22,ATL,NL,50,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
266,Joey Dawley\dawlejo01,30,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
374,John Foster*\fostejo01,24,ATL,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
446,Kevin Gryboski\gryboke01,28,ATL,NL,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
645,Kerry Ligtenberg\ligteke01,31,ATL,NL,50,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
940,Andy Pratt*\prattan01,22,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
1081,Aaron Small\smallaa01,30,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
61,Tony Batista\batisto01,28,BAL,AL,161,682,615,90,150,36,1,31,87,5,4,50,107,0.244,0.309,0.457,0.766,105,281,13,11,0,6,9,*5/D
788,Melvin Mora\morame01,30,BAL,AL,149,652,557,86,130,30,4,19,64,16,10,70,108,0.233,0.338,0.404,0.742,101,225,7,20,1,4,2,7684/9D
404,Jay Gibbons*\gibboja01,25,BAL,AL,136,541,490,71,121,29,1,28,69,1,3,45,66,0.247,0.311,0.482,0.792,111,236,9,2,0,4,3,93D
1080,Chris Singleton*\singlch01,29,BAL,AL,136,502,466,67,122,30,6,9,50,20,2,21,83,0.262,0.296,0.41,0.706,90,191,8,4,6,5,0,*8/D
229,Marty Cordova\cordoma01,32,BAL,AL,131,513,458,55,116,25,2,18,64,1,6,47,111,0.253,0.325,0.434,0.759,105,199,17,3,2,3,3,7D
218,Jeff Conine\coninje01,36,BAL,AL,116,488,451,44,123,26,4,15,63,8,0,25,66,0.273,0.307,0.448,0.755,102,202,10,2,0,10,6,3/D7
462,Jerry Hairston\hairsje02,26,BAL,AL,122,479,426,55,114,25,3,5,32,21,6,34,55,0.268,0.329,0.376,0.705,92,160,5,7,8,4,0,*4
406,Geronimo Gil\gilge01,26,BAL,AL,125,450,422,33,98,19,0,12,45,2,2,21,88,0.232,0.27,0.363,0.632,70,153,17,1,5,1,1,*2
110,Mike Bordick\bordimi01,36,BAL,AL,117,413,367,37,85,19,3,8,36,7,4,35,63,0.232,0.302,0.365,0.667,81,134,9,3,6,2,0,*6
731,Gary Matthews#\matthga02,27,BAL,AL,109,397,344,54,95,25,3,7,38,15,5,43,69,0.276,0.355,0.427,0.782,112,147,4,1,5,4,1,987/D
979,Chris Richard*\richach01,28,BAL,AL,50,171,155,15,36,11,0,4,21,0,3,12,30,0.232,0.292,0.381,0.673,82,59,2,2,0,2,0,D/3
372,Brook Fordyce\fordybr01,32,BAL,AL,56,146,130,7,30,8,0,1,8,1,0,9,19,0.231,0.301,0.315,0.616,68,41,5,4,3,0,0,2
993,Brian Roberts#\roberbr01,24,BAL,AL,38,149,128,18,29,6,0,1,11,9,2,15,21,0.227,0.308,0.297,0.605,66,38,3,1,3,2,0,4/D
672,Luis Lopez#\lopezlu02,31,BAL,AL,52,112,109,10,23,6,0,2,9,1,0,3,20,0.211,0.232,0.321,0.553,49,35,3,0,0,0,0,64/3D
1061,David Segui#\seguida01,35,BAL,AL,26,107,95,10,25,4,0,2,16,0,0,11,22,0.263,0.336,0.368,0.705,92,35,0,0,0,1,0,D/3
636,Jose Leon\leonjo01,25,BAL,AL,36,93,89,8,22,2,0,3,10,1,0,3,20,0.247,0.28,0.371,0.65,75,33,2,1,0,0,0,35/D7
205,Howie Clark*\clarkho02,28,BAL,AL,14,58,53,3,16,5,0,0,4,0,0,3,6,0.302,0.362,0.396,0.758,107,21,5,2,0,0,0,/D73
91,Larry Bigbie*\bigbila01,24,BAL,AL,16,36,34,1,6,1,0,0,3,1,0,1,11,0.176,0.194,0.206,0.4,9,7,1,0,0,1,0,/798
728,Luis Matos\matoslu01,23,BAL,AL,17,33,31,0,4,1,0,0,1,1,0,1,6,0.129,0.156,0.161,0.318,-13,5,1,0,1,0,0,/987D
745,Ryan McGuire*\mcguiry01,30,BAL,AL,17,28,26,0,2,1,0,0,2,0,0,2,7,0.077,0.143,0.115,0.258,-28,3,2,0,0,0,0,/3D
794,Mike Moriarty\moriami01,28,BAL,AL,8,16,16,0,3,1,0,0,3,0,1,0,2,0.188,0.188,0.25,0.438,18,4,3,0,0,0,0,/645
321,Scott Erickson\ericksc01,34,BAL,AL,2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,1
292,Travis Driskill\drisktr01,30,BAL,AL,2,4,3,1,0,0,0,0,0,0,0,1,3,0,0.25,0,0.25,-23,0,0,0,0,0,0,1
396,Luis Garcia\garcilu02,26,BAL,AL,6,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,83,1,0,0,0,0,0,/89
559,Jason Johnson\johnsja02,28,BAL,AL,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,1
674,Rodrigo Lopez\lopezro02,26,BAL,AL,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,1,0,0,0,0,1
782,Izzy Molina\moliniz01,31,BAL,AL,1,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,83,1,0,0,0,0,0,/2
936,Sidney Ponson\ponsosi01,25,BAL,AL,2,3,3,1,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1,163,2,0,0,0,0,0,1
1009,Eddie Rogers\rogered01,23,BAL,AL,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,1,0,0,0,0,/6
122,Chris Brock\brockch01,32,BAL,AL,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
170,Raul Casanova#\casanra01,29,BAL,AL,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,/2
1027,B.J. Ryan*\ryanb.01,26,BAL,AL,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,1
62,Rick Bauer\bauerri01,25,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
288,Sean Douglass\douglse01,23,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
444,Buddy Groom*\groombu01,36,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
577,Jorge Julio\juliojo01,23,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
686,Fernando Lunar\lunarfe01,25,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/2
996,Willis Roberts\roberwi01,27,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
397,Nomar Garciaparra\garcino01,28,BOS,AL,156,693,635,101,197,56,5,24,120,5,2,41,63,0.31,0.352,0.528,0.88,127,335,17,6,0,11,4,*6
503,Shea Hillenbrand\hillesh02,26,BOS,AL,156,676,634,94,186,43,4,18,83,4,2,25,95,0.293,0.33,0.459,0.789,105,291,18,12,0,5,4,*5
257,Johnny Damon*\damonjo01,28,BOS,AL,154,702,623,118,178,34,11,14,63,31,6,65,70,0.286,0.356,0.443,0.799,109,276,4,6,3,5,5,*8/D
833,Trot Nixon*\nixontr01,28,BOS,AL,152,612,532,81,136,36,3,24,94,4,2,65,109,0.256,0.338,0.47,0.808,110,250,7,5,3,7,2,*98
1184,Jason Varitek#\varitja01,30,BOS,AL,132,519,467,58,124,27,1,10,61,4,3,41,95,0.266,0.332,0.392,0.724,90,183,13,7,1,3,3,*2/D
259,Brian Daubach*\daubabr01,30,BOS,AL,137,506,444,62,118,24,2,20,78,2,1,51,126,0.266,0.348,0.464,0.812,111,206,10,7,0,4,4,37D9
954,Manny Ramirez\ramirma02,30,BOS,AL,120,518,436,84,152,31,0,33,107,0,0,73,85,0.349,0.45,0.647,1.097,184,282,13,8,0,1,14,7D/9
1043,Rey Sanchez\sanchre01,34,BOS,AL,107,386,357,46,102,12,3,1,38,2,2,17,31,0.286,0.318,0.345,0.662,75,123,9,2,5,5,1,46
206,Tony Clark#\clarkto02,30,BOS,AL,90,298,275,25,57,12,1,3,29,0,0,21,57,0.207,0.265,0.291,0.556,47,80,11,1,0,1,0,3/D
846,Jose Offerman#\offerjo01,33,BOS,AL,72,275,237,39,55,10,0,4,27,8,5,33,29,0.232,0.325,0.325,0.65,72,77,9,1,1,3,0,3D/9
758,Lou Merloni\merlolo01,31,BOS,AL,84,222,194,28,48,12,2,4,18,1,2,20,35,0.247,0.332,0.392,0.724,90,76,4,5,2,1,0,4/56379
48,Carlos Baerga#\baergca01,33,BOS,AL,73,194,182,17,52,11,0,2,19,6,0,7,20,0.286,0.316,0.379,0.695,82,69,6,2,1,2,1,D4/5
487,Rickey Henderson\henderi01,43,BOS,AL,72,222,179,40,40,6,1,5,16,8,2,38,47,0.223,0.369,0.352,0.721,92,63,3,4,0,1,0,7/D89
370,Cliff Floyd*\floydcl01,29,BOS,AL,47,190,171,30,54,21,0,7,18,4,0,15,28,0.316,0.374,0.561,0.935,142,96,6,2,0,2,0,7D/9
774,Doug Mirabelli\mirabdo01,31,BOS,AL,57,173,151,17,34,7,0,7,25,0,0,17,33,0.225,0.312,0.411,0.723,88,62,6,3,0,2,0,2/D
8,Benny Agbayani\agbaybe01,30,BOS,AL,13,43,37,5,11,1,0,0,8,0,0,6,5,0.297,0.395,0.324,0.72,93,12,1,0,0,0,1,7/98
823,Bry Nelson#\nelsobr01,28,BOS,AL,25,39,34,6,9,3,0,0,2,1,1,4,1,0.265,0.342,0.353,0.695,84,12,1,0,1,0,0,4/789D
