Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
361,P.J. Forbes\forbep.01,30,BAL,AL,9,10,10,0,1,0,0,0,2,0,0,0,0,0.1,0.1,0.1,0.2,-47,1,0,0,0,0,0,/456
461,Jerry Hairston\hairsje02,22,BAL,AL,6,7,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,/4
905,Willis Otanez\otanewi01,25,BAL,AL,3,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,6,1,0,0,0,0,0,/9
964,Sidney Ponson\ponsosi01,21,BAL,AL,2,4,4,1,2,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1,165,2,0,0,0,0,0,1
331,Scott Erickson\ericksc01,30,BAL,AL,2,6,2,2,0,0,0,0,0,0,0,3,2,0,0.6,0,0.6,78,0,0,0,1,0,0,1
576,Doug Johns\johnsdo04,30,BAL,AL,2,2,2,1,2,0,0,0,0,0,0,0,0,1,1,1,2,430,2,0,0,0,0,0,1
625,Gene Kingsale#\kingsge01,21,BAL,AL,11,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,/8D
843,Mike Mussina*\mussimi01,29,BAL,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
1016,Arthur Rhodes*\rhodear01,28,BAL,AL,2,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,165,1,0,0,0,0,0,1
1112,Pete Smith\smithpe02,32,BAL,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
305,Doug Drabek\drabedo01,35,BAL,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,1
92,Armando Benitez\benitar01,25,BAL,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
211,Norm Charlton#\charlno01,35,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
756,Terry Mathews*\mathete01,33,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
806,Alan Mills\millsal01,31,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
898,Jesse Orosco\oroscje01,41,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
877,Troy O'Leary*\o'leatr01,28,BOS,AL,156,657,611,95,165,36,8,23,83,2,2,36,108,0.27,0.314,0.468,0.782,99,286,17,5,0,5,2,*7
1235,Mo Vaughn*\vaughmo01,30,BOS,AL,154,681,609,107,205,31,2,40,115,0,0,61,144,0.337,0.402,0.591,0.993,153,360,13,8,0,3,13,*3D
389,Nomar Garciaparra\garcino01,24,BOS,AL,143,652,604,111,195,37,8,35,122,12,6,33,62,0.323,0.362,0.584,0.946,140,353,20,8,0,7,1,*6
1221,John Valentin\valenjo02,31,BOS,AL,153,681,588,113,145,44,1,23,73,4,5,77,82,0.247,0.34,0.442,0.782,101,260,9,9,2,5,3,*5/4
676,Darren Lewis\lewisda01,30,BOS,AL,155,672,585,95,157,25,3,8,63,29,12,70,94,0.268,0.352,0.362,0.714,86,212,12,8,2,5,0,*89/7D
