HOMEODDS,HOMEPREDICTION,AWAYODDS,AWAYPREDICTION,RESULT
1.77,0.5212302,2.13,0.47876984,0.0
1.68,0.5810165,2.29,0.41898346,1.0
1.75,0.5442103,2.14,0.45578966,1.0
1.97,0.37834224,1.89,0.6216577,0.0
1.51,0.79078203,2.69,0.20921798,1.0
1.91,0.55435026,1.95,0.4456497,0.0
1.96,0.4189352,1.9,0.58106476,0.0
1.71,0.5345996,2.23,0.46540037,0.0
1.93,0.3985428,1.92,0.60145724,1.0
1.61,0.4732502,2.43,0.52674985,1.0
1.69,0.44632617,2.27,0.5536739,0.0
1.89,0.5870135,1.98,0.41298646,1.0
1.82,0.44772354,2.06,0.5522765,0.0
1.71,0.34670392,2.23,0.6532961,0.0
1.53,0.71839243,2.63,0.2816076,1.0
1.89,0.5137959,1.96,0.48620406,1.0
1.46,0.61908746,2.91,0.38091254,1.0
1.67,0.64182717,2.31,0.35817277,1.0
1.62,0.76893854,2.42,0.2310615,1.0
1.78,0.71752703,2.11,0.28247294,1.0
1.79,0.58222145,2.1,0.41777855,0.0
1.76,0.5141097,2.13,0.48589033,1.0
1.4,0.44941038,3.11,0.5505896,0.0
1.72,0.4199162,2.2,0.5800838,0.0
2.26,0.36070657,1.68,0.63929343,0.0
1.71,0.5922182,2.23,0.4077818,0.0
1.83,0.50997114,2.04,0.49002892,1.0
1.85,0.3966406,2.02,0.6033594,0.0
2.0,0.33927724,1.87,0.6607228,0.0
1.97,0.5707274,1.89,0.4292726,0.0
1.5,0.5767582,2.72,0.42324185,1.0
2.33,0.5238484,1.66,0.47615156,1.0
1.51,0.8836527,2.67,0.116347246,1.0
1.84,0.35871446,2.04,0.6412856,0.0
1.6,0.68774474,2.47,0.31225532,1.0
2.28,0.1685559,1.68,0.8314441,0.0
2.06,0.36758238,1.82,0.63241756,0.0
1.81,0.57725614,2.07,0.42274383,1.0
1.72,0.7480864,2.21,0.25191358,0.0
1.32,0.6022949,3.59,0.3977051,1.0
1.74,0.512389,2.18,0.48761103,1.0
1.69,0.42535403,2.29,0.57464594,1.0
2.1,0.43836394,1.79,0.56163603,1.0
1.68,0.45817304,2.32,0.54182696,1.0
2.71,0.33266345,1.5,0.6673366,0.0
1.7,0.67629564,2.25,0.32370436,1.0
1.76,0.42197794,2.15,0.578022,0.0
1.89,0.658606,1.97,0.341394,1.0
1.95,0.36649293,1.9,0.6335071,1.0
1.92,0.4024295,1.94,0.59757054,0.0
1.75,0.45032352,2.16,0.5496765,1.0
1.64,0.45921287,2.38,0.54078716,0.0
1.93,0.46103078,1.94,0.5389692,1.0
2.22,0.42526624,1.71,0.57473373,0.0
2.27,0.46990997,1.68,0.53009003,1.0
1.78,0.68568796,2.13,0.31431204,1.0
1.79,0.516595,2.11,0.48340502,1.0
1.94,0.65148795,1.92,0.34851208,1.0
1.56,0.82244414,2.55,0.17755587,1.0
1.41,0.45121393,3.09,0.5487861,0.0
1.96,0.44333792,1.91,0.5566621,1.0
1.9,0.22695933,1.97,0.7730407,0.0
1.68,0.63717395,2.28,0.36282605,1.0
1.9,0.38667977,1.95,0.61332023,0.0
2.57,0.38525906,1.55,0.6147409,0.0
1.76,0.5501107,2.15,0.4498893,0.0
2.01,0.3940891,1.86,0.60591096,0.0
1.81,0.36112863,2.08,0.6388713,0.0
1.71,0.78200376,2.23,0.21799627,1.0
1.67,0.4544239,2.28,0.5455761,0.0
1.56,0.6690224,2.57,0.33097762,0.0
1.64,0.460705,2.36,0.53929496,1.0
2.15,0.51898396,1.74,0.48101598,0.0
1.6,0.41707066,2.45,0.5829293,0.0
1.99,0.39785576,1.86,0.6021442,0.0
2.81,0.34066224,1.45,0.65933776,1.0
1.99,0.45696214,1.87,0.5430379,0.0
1.86,0.60747004,2.0,0.39252993,1.0
1.61,0.5874243,2.38,0.41257566,1.0
1.93,0.55391145,1.9,0.44608858,1.0
1.86,0.40087882,2.0,0.59912115,1.0
1.85,0.433165,2.02,0.566835,0.0
2.36,0.47158504,1.64,0.52841496,1.0
1.82,0.43972823,2.05,0.5602718,0.0
1.77,0.679139,2.13,0.32086098,1.0
1.88,0.47239903,1.98,0.52760094,1.0
1.67,0.40451843,2.31,0.59548163,1.0
1.75,0.3868851,2.15,0.61311495,0.0
1.76,0.4401709,2.14,0.559829,0.0
1.84,0.6222089,2.04,0.37779108,1.0
1.68,0.3906613,2.28,0.60933864,0.0
2.42,0.43088385,1.62,0.5691161,1.0
2.31,0.32888916,1.66,0.67111087,0.0
1.94,0.5445816,1.92,0.4554184,1.0
1.77,0.55552983,2.12,0.4444702,1.0
1.75,0.686167,2.16,0.31383294,1.0
1.94,0.5214948,1.93,0.47850516,1.0
1.71,0.45093995,2.23,0.54906,0.0
3.41,0.32235745,1.34,0.6776426,0.0
1.99,0.37027192,1.87,0.6297281,0.0
1.63,0.5264891,2.4,0.47351098,0.0
1.91,0.55590814,1.95,0.44409183,0.0
1.93,0.2927533,1.93,0.7072467,0.0
1.56,0.47248107,2.52,0.5275189,0.0
2.06,0.62091774,1.82,0.37908226,1.0
1.78,0.37148532,2.12,0.62851465,0.0
2.76,0.43085942,1.48,0.56914055,0.0
1.64,0.523086,2.37,0.47691402,1.0
2.62,0.47138634,1.54,0.5286136,1.0
2.37,0.40098912,1.64,0.5990109,0.0
2.01,0.5386758,1.86,0.46132421,1.0
1.63,0.6863562,2.39,0.3136438,1.0
1.79,0.38947996,2.1,0.61052006,0.0
2.85,0.4236683,1.46,0.5763318,0.0
1.92,0.40103802,1.94,0.59896195,0.0
2.72,0.31535783,1.5,0.68464214,0.0
1.55,0.47691053,2.59,0.5230895,1.0
1.73,0.4789998,2.2,0.52100015,0.0
1.79,0.5459574,2.1,0.4540426,0.0
1.77,0.6641537,2.13,0.33584628,1.0
2.14,0.4559089,1.76,0.54409117,1.0
1.77,0.45834824,2.13,0.5416518,0.0
1.92,0.33726802,1.95,0.66273195,0.0
1.59,0.4904518,2.46,0.50954825,1.0
2.17,0.4419857,1.75,0.5580142,1.0
1.62,0.5821292,2.42,0.4178708,1.0
1.8,0.68589276,2.08,0.31410718,1.0
1.58,0.435964,2.49,0.56403595,1.0
2.0,0.36798778,1.87,0.6320122,0.0
1.67,0.45481056,2.3,0.5451894,1.0
1.73,0.4842298,2.2,0.5157702,1.0
2.3,0.3427489,1.67,0.65725106,0.0
2.52,0.48683572,1.58,0.51316434,1.0
1.72,0.55245686,2.21,0.4475431,0.0
1.84,0.5857616,2.05,0.4142383,0.0
1.94,0.47554594,1.92,0.524454,1.0
2.05,0.4050097,1.83,0.5949903,0.0
2.35,0.41769242,1.66,0.5823076,0.0
1.91,0.37791997,1.95,0.6220801,1.0
2.07,0.45757154,1.81,0.54242843,1.0
1.86,0.5005102,2.0,0.49948975,0.0
1.53,0.43839493,2.65,0.56160504,1.0
2.5,0.43062687,1.58,0.5693731,0.0
2.46,0.34362555,1.6,0.65637445,0.0
2.5,0.2658693,1.58,0.73413074,0.0
1.58,0.7559699,2.48,0.24403006,1.0
1.8,0.44001484,2.08,0.55998516,1.0
1.96,0.55292815,1.9,0.44707188,1.0
1.71,0.6734362,2.23,0.32656375,1.0
1.79,0.377316,2.1,0.622684,0.0
1.98,0.43735263,1.89,0.56264734,0.0
1.97,0.43385464,1.89,0.5661453,0.0
2.13,0.40367875,1.77,0.5963213,0.0
2.33,0.40356877,1.66,0.5964312,0.0
1.92,0.45433953,1.94,0.54566044,0.0
1.52,0.45042324,2.58,0.54957676,0.0
2.11,0.3383946,1.76,0.66160536,0.0
1.76,0.41056708,2.15,0.58943295,1.0
1.46,0.59157735,2.82,0.40842268,1.0
1.78,0.5827331,2.12,0.417267,1.0
2.06,0.44558808,1.82,0.5544119,0.0
2.27,0.49945885,1.66,0.5005412,1.0
1.73,0.46683207,2.14,0.53316796,0.0
1.82,0.4589819,2.0,0.5410181,1.0
1.85,0.5403761,2.01,0.45962387,1.0
1.79,0.44237038,2.01,0.55762964,0.0
1.69,0.4819286,2.2,0.5180714,1.0
1.54,0.56660414,2.62,0.43339583,1.0
1.49,0.57969975,2.76,0.4203002,0.0
2.07,0.41334596,1.82,0.58665407,0.0
2.97,0.30265805,1.43,0.6973419,0.0
2.16,0.33807528,1.75,0.66192466,0.0
1.64,0.59113586,2.37,0.40886414,1.0
1.81,0.6057578,2.07,0.39424226,1.0
1.42,0.55195236,3.02,0.44804764,1.0
2.06,0.5186167,1.82,0.48138335,1.0
1.97,0.5466963,1.9,0.4533037,1.0
2.45,0.41611373,1.61,0.5838862,0.0
2.12,0.38900664,1.77,0.61099327,0.0
2.09,0.51384485,1.81,0.48615512,1.0
1.31,0.49775508,3.69,0.50224495,0.0
2.31,0.4346502,1.67,0.56534976,1.0
1.47,0.5576343,2.83,0.44236562,1.0
1.5,0.53210354,2.72,0.46789643,1.0
1.46,0.55911165,2.81,0.44088832,0.0
1.79,0.4281672,2.1,0.5718328,0.0
1.49,0.46701756,2.77,0.5329824,1.0
1.96,0.39212424,1.9,0.60787576,1.0
1.47,0.6229323,2.83,0.37706774,1.0
1.86,0.55236214,2.01,0.44763792,0.0
1.83,0.522618,2.04,0.477382,1.0
1.94,0.44809458,1.92,0.5519055,0.0
1.84,0.43365675,2.02,0.56634325,0.0
1.82,0.39234528,2.03,0.60765475,0.0
1.8,0.5346931,2.08,0.4653069,1.0
1.59,0.41966102,2.45,0.580339,0.0
1.76,0.4487673,2.14,0.55123276,0.0
1.8,0.3834346,2.09,0.6165654,1.0
1.25,0.61687905,4.08,0.38312095,1.0
1.71,0.5419094,2.23,0.45809063,0.0
1.66,0.5608161,2.29,0.43918386,1.0
1.49,0.41384426,2.74,0.5861557,0.0
2.08,0.40861806,1.79,0.5913819,1.0
1.82,0.43391445,2.04,0.5660856,0.0
1.35,0.49741498,3.41,0.502585,1.0
1.85,0.53629893,2.0,0.46370104,1.0
2.69,0.38153175,1.5,0.6184683,1.0
1.64,0.6379187,2.34,0.36208126,1.0
2.07,0.43696463,1.78,0.56303537,1.0
1.67,0.45528585,2.31,0.54471415,1.0
1.82,0.4938491,2.06,0.5061509,0.0
2.23,0.49508724,1.68,0.50491273,1.0
1.85,0.40361556,2.01,0.59638447,0.0
1.81,0.48719665,2.07,0.5128033,0.0
2.29,0.45671663,1.67,0.5432834,0.0
1.72,0.40510282,2.21,0.5948973,0.0
2.06,0.40808114,1.82,0.5919189,1.0
1.55,0.49822924,2.56,0.5017708,0.0
1.68,0.49132416,2.23,0.50867593,1.0
2.08,0.4406109,1.8,0.5593891,0.0
1.7,0.4911183,2.25,0.5088817,0.0
1.59,0.50166154,2.48,0.49833846,1.0
1.85,0.45427462,2.02,0.54572535,1.0
1.79,0.5039237,2.11,0.49607635,1.0
1.57,0.5274501,2.53,0.47254995,0.0
2.06,0.41184032,1.82,0.5881596,1.0
1.49,0.6990835,2.74,0.30091646,1.0
1.82,0.48054713,2.07,0.5194529,1.0
2.07,0.38551372,1.81,0.6144863,0.0
1.91,0.5302754,1.95,0.46972463,1.0
1.46,0.4318162,2.82,0.5681837,0.0
1.5,0.47051907,2.7,0.5294809,0.0
1.98,0.44783115,1.88,0.55216885,1.0
1.78,0.022901597,2.11,0.97709846,0.0
2.06,0.49442214,1.82,0.50557786,0.0
1.99,0.5135036,1.87,0.48649636,0.0
1.64,0.7145821,2.39,0.28541785,0.0
2.0,0.40542477,1.87,0.5945753,1.0
1.71,0.5102644,2.23,0.48973557,0.0
2.04,0.47117737,1.83,0.52882266,0.0
1.47,0.3938,2.79,0.60620004,0.0
2.11,0.3428665,1.79,0.6571335,1.0
1.88,0.39638755,1.99,0.6036125,0.0
1.64,0.29218903,2.36,0.707811,0.0
1.93,0.35252953,1.92,0.6474705,0.0
1.33,0.5828457,3.53,0.41715425,1.0
1.83,0.22729906,2.05,0.7727009,0.0
1.59,0.49128148,2.5,0.5087185,1.0
1.71,0.45315227,2.22,0.5468478,0.0
1.61,0.544841,2.44,0.45515904,0.0
2.44,0.42596123,1.6,0.57403874,0.0
1.49,0.4419755,2.75,0.55802447,1.0
1.92,0.45941058,1.94,0.5405894,1.0
1.56,0.7028923,2.55,0.29710764,0.0
1.83,0.54633784,2.06,0.45366213,0.0
1.58,0.6086092,2.5,0.39139083,1.0
1.93,0.044930864,1.94,0.9550691,0.0
2.04,0.46188262,1.84,0.53811735,1.0
1.77,0.3721742,2.12,0.6278258,1.0
1.84,0.6642189,2.03,0.33578107,1.0
2.59,0.29681903,1.55,0.70318097,0.0
1.54,0.60920954,2.62,0.39079046,1.0
2.17,0.52788806,1.74,0.4721119,0.0
1.43,0.38688108,2.98,0.61311895,0.0
1.67,0.45279554,2.3,0.54720443,0.0
1.69,0.41637796,2.24,0.5836221,1.0
1.64,0.6794039,2.35,0.32059607,1.0
2.12,0.47449893,1.78,0.52550113,1.0
1.82,0.5691114,2.05,0.4308886,1.0
1.58,0.52337575,2.52,0.47662428,0.0
1.84,0.30532876,2.04,0.6946712,0.0
1.84,0.4748934,2.03,0.52510667,1.0
1.91,0.5967467,1.95,0.4032533,1.0
2.14,0.35988855,1.76,0.64011145,0.0
1.52,0.45963684,2.67,0.5403632,1.0
2.25,0.42774487,1.7,0.5722551,0.0
2.32,0.5074157,1.66,0.49258423,0.0
2.03,0.2847726,1.84,0.71522737,0.0
2.06,0.4032189,1.82,0.5967811,0.0
1.53,0.48025164,2.65,0.5197484,1.0
1.78,0.57867074,2.11,0.42132932,0.0
1.49,0.61952883,2.73,0.38047117,1.0
1.62,0.5128387,2.42,0.48716125,1.0
1.84,0.3099104,2.03,0.69008964,0.0
1.63,0.6831475,2.4,0.31685248,1.0
1.63,0.59557676,2.39,0.4044233,1.0
1.54,0.6014686,2.63,0.39853138,1.0
1.78,0.41445038,2.12,0.5855496,1.0
1.9,0.63613147,1.96,0.3638686,1.0
1.51,0.616727,2.7,0.38327304,1.0
1.92,0.639669,1.94,0.36033097,1.0
1.69,0.5225967,2.26,0.4774032,1.0
1.91,0.3533647,1.95,0.6466353,0.0
1.75,0.4584263,2.17,0.54157376,0.0
2.71,0.36309314,1.5,0.63690686,1.0
1.74,0.51011944,2.19,0.4898805,0.0
1.96,0.5230642,1.9,0.47693574,1.0
1.96,0.4128791,1.9,0.5871209,1.0
1.76,0.4484018,2.15,0.5515982,1.0
1.77,0.6792827,2.14,0.32071725,1.0
1.73,0.6165431,2.21,0.38345683,1.0
1.87,0.54472893,2.0,0.4552711,0.0
2.48,0.07640116,1.59,0.9235989,0.0
1.77,0.64101934,2.13,0.35898066,1.0
2.05,0.48507905,1.83,0.51492095,1.0
1.78,0.48955455,2.12,0.5104454,0.0
2.17,0.53638047,1.75,0.4636195,0.0
1.53,0.57468766,2.65,0.42531237,1.0
2.36,0.36350855,1.64,0.6364914,1.0
2.08,0.5247858,1.81,0.4752142,0.0
2.4,0.41507646,1.61,0.58492357,1.0
2.31,0.27959412,1.67,0.7204058,0.0
2.0,0.45843548,1.87,0.5415645,0.0
1.74,0.5561949,2.18,0.44380513,1.0
1.68,0.52280337,2.29,0.4771967,1.0
1.55,0.5833606,2.59,0.41663933,1.0
1.92,0.559934,1.94,0.440066,0.0
2.08,0.57513845,1.81,0.42486155,1.0
1.83,0.2860508,2.03,0.71394926,0.0
1.43,0.6757866,2.96,0.32421345,1.0
1.88,0.6123665,1.99,0.38763344,0.0
1.61,0.5087049,2.43,0.49129513,0.0
2.18,0.31035882,1.74,0.6896411,0.0
2.1,0.5332408,1.79,0.46675926,0.0
1.65,0.4156099,2.36,0.58439004,0.0
2.05,0.62195337,1.83,0.3780466,0.0
1.75,0.62285054,2.16,0.37714943,1.0
1.74,0.5051037,2.18,0.49489626,0.0
2.27,0.14781237,1.68,0.85218763,0.0
1.62,0.61757785,2.4,0.38242215,1.0
1.5,0.65497714,2.72,0.34502283,1.0
1.9,0.4720597,1.96,0.5279403,1.0
1.85,0.46147096,2.01,0.538529,0.0
1.43,0.5911309,2.98,0.40886912,1.0
1.84,0.5591879,2.04,0.4408121,0.0
1.51,0.54982907,2.68,0.45017087,0.0
2.36,0.3578331,1.64,0.64216685,0.0
1.86,0.4137402,2.0,0.58625984,0.0
1.48,0.554543,2.75,0.445457,1.0
1.74,0.6532262,2.17,0.3467738,1.0
1.75,0.51676697,2.16,0.48323306,1.0
2.09,0.59554124,1.79,0.40445873,1.0
1.84,0.5580376,2.02,0.4419625,0.0
2.03,0.52450585,1.83,0.47549415,1.0
1.6,0.40276524,2.44,0.5972347,0.0
1.93,0.3848711,1.93,0.61512893,0.0
1.77,0.54506,2.13,0.45494008,1.0
2.2,0.47195807,1.72,0.52804196,0.0
1.54,0.6982371,2.6,0.30176285,1.0
1.52,0.48477563,2.63,0.51522434,0.0
1.84,0.4302149,2.03,0.5697851,0.0
1.87,0.4474023,1.99,0.5525977,1.0
1.37,0.6465348,3.26,0.3534652,1.0
2.06,0.5664837,1.81,0.4335163,1.0
1.76,0.57147986,2.14,0.42852008,0.0
2.1,0.5417028,1.78,0.45829725,0.0
1.81,0.35414767,2.05,0.64585227,0.0
1.8,0.49310488,2.09,0.5068952,0.0
1.86,0.4094724,2.01,0.59052753,1.0
2.15,0.45682263,1.76,0.54317737,1.0
2.12,0.46002424,1.77,0.53997576,0.0
1.38,0.5334443,3.24,0.46655574,0.0
2.05,0.6016753,1.82,0.39832482,0.0
1.68,0.61438197,2.29,0.38561806,1.0
2.23,0.5562996,1.7,0.44370034,1.0
1.75,0.3942654,2.16,0.6057345,1.0
1.82,0.49030903,2.07,0.50969094,1.0
1.87,0.579278,2.0,0.42072198,1.0
1.73,0.5849973,2.19,0.4150027,0.0
1.57,0.52579623,2.53,0.4742038,1.0
2.03,0.41298604,1.85,0.58701396,1.0
1.5,0.47164255,2.7,0.52835745,1.0
2.23,0.50223476,1.71,0.4977653,0.0
1.38,0.5873047,3.24,0.41269532,0.0
2.25,0.44073364,1.69,0.5592664,0.0
1.95,0.46437696,1.91,0.5356231,0.0
1.54,0.6530819,2.61,0.34691808,1.0
1.75,0.6718266,2.16,0.32817337,1.0
1.67,0.59361196,2.3,0.406388,1.0
2.15,0.413983,1.76,0.586017,0.0
1.74,0.58747387,2.17,0.41252613,0.0
1.94,0.46938103,1.91,0.530619,0.0
2.11,0.44709218,1.78,0.5529079,0.0
1.38,0.57321066,3.26,0.42678928,1.0
1.71,0.5170719,2.23,0.4829281,1.0
1.73,0.5924726,2.19,0.40752742,1.0
2.32,0.40602368,1.66,0.5939764,0.0
1.86,0.66212106,2.0,0.33787894,1.0
1.59,0.5484885,2.48,0.45151153,1.0
1.75,0.53929824,2.15,0.4607018,0.0
1.67,0.70541054,2.29,0.29458952,1.0
1.86,0.3649779,1.98,0.6350221,0.0
2.11,0.5953838,1.78,0.40461618,0.0
1.53,0.6249415,2.63,0.37505844,1.0
1.58,0.5806709,2.49,0.4193291,1.0
2.0,0.40150946,1.86,0.5984905,1.0
2.5,0.42315784,1.58,0.5768421,0.0
2.01,0.47955826,1.86,0.52044183,1.0
1.66,0.48584414,2.32,0.5141559,0.0
1.79,0.5918696,2.1,0.4081304,1.0
2.31,0.47033116,1.67,0.52966887,1.0
1.37,0.5469998,3.29,0.4530002,1.0
1.32,0.6200377,3.55,0.37996235,1.0
1.52,0.6737417,2.65,0.3262584,0.0
1.69,0.4739701,2.27,0.52602994,1.0
1.74,0.57220185,2.18,0.42779812,1.0
1.61,0.69061285,2.44,0.30938715,1.0
1.37,0.45635748,3.29,0.5436425,0.0
1.74,0.51928955,2.19,0.48071045,0.0
1.49,0.55479103,2.73,0.44520897,0.0
2.22,0.5566729,1.71,0.4433271,1.0
1.75,0.45099506,2.12,0.5490049,0.0
2.18,0.37871042,1.74,0.6212897,1.0
1.94,0.4466038,1.91,0.5533962,1.0
1.61,0.4699324,2.43,0.53006756,0.0
1.55,0.60622597,2.58,0.3937741,1.0
1.78,0.65056795,2.11,0.34943208,0.0
1.71,0.37568527,2.23,0.6243148,0.0
1.57,0.61131614,2.53,0.38868386,0.0
2.03,0.5169335,1.84,0.48306653,1.0
1.86,0.597166,2.0,0.402834,0.0
2.07,0.4605711,1.81,0.53942883,0.0
1.82,0.5848526,2.06,0.4151474,1.0
1.45,0.58271915,2.88,0.41728088,1.0
1.67,0.5191075,2.29,0.48089245,0.0
2.52,0.526126,1.57,0.473874,1.0
1.84,0.4458763,2.02,0.5541237,0.0
2.08,0.3554958,1.8,0.64450425,1.0
1.69,0.47418192,2.25,0.52581805,0.0
1.71,0.43084973,2.24,0.5691502,0.0
1.56,0.6912533,2.56,0.30874667,1.0
2.11,0.40720555,1.79,0.5927944,0.0
1.51,0.48537937,2.7,0.51462066,1.0
1.74,0.5019492,2.15,0.49805078,0.0
1.71,0.65414,2.22,0.34586003,1.0
1.84,0.5045952,2.04,0.49540484,1.0
1.69,0.42912018,2.27,0.5708799,1.0
1.51,0.5057251,2.7,0.49427485,0.0
1.38,0.74454945,3.23,0.2554505,1.0
1.82,0.5179074,2.05,0.48209265,0.0
1.99,0.46135423,1.88,0.5386458,1.0
1.56,0.5174752,2.55,0.4825248,1.0
1.66,0.51625836,2.33,0.4837416,0.0
1.81,0.5697199,2.07,0.43028018,1.0
1.96,0.4976996,1.9,0.50230044,1.0
2.15,0.4727054,1.75,0.52729464,0.0
2.74,0.42296377,1.49,0.5770362,1.0
2.2,0.5296258,1.73,0.47037423,1.0
1.53,0.48307562,2.62,0.5169243,0.0
1.83,0.5340529,2.03,0.46594712,1.0
2.07,0.4705636,1.82,0.52943635,1.0
1.3,0.57074803,3.71,0.42925194,1.0
2.62,0.4269327,1.54,0.5730673,0.0
2.05,0.4602105,1.82,0.53978956,1.0
1.63,0.6131694,2.37,0.3868306,1.0
1.98,0.50390166,1.87,0.49609834,1.0
1.65,0.52444094,2.35,0.4755591,1.0
1.95,0.45138988,1.91,0.5486101,0.0
1.83,0.5468172,2.04,0.45318276,1.0
1.54,0.4414474,2.61,0.5585526,0.0
1.9,0.5157987,1.96,0.4842014,0.0
2.08,0.5188012,1.81,0.48119876,0.0
1.95,0.5366565,1.91,0.46334347,0.0
2.55,0.4122442,1.56,0.5877558,0.0
1.98,0.47979125,1.87,0.5202087,0.0
1.59,0.5083048,2.49,0.4916952,1.0
2.35,0.44740036,1.65,0.55259967,0.0
1.93,0.45782617,1.93,0.54217374,1.0
2.19,0.4527637,1.74,0.5472364,0.0
1.92,0.518823,1.93,0.48117697,0.0
2.74,0.45138043,1.49,0.54861957,1.0
