HOMEODDS,HOMEPREDICTION,AWAYODDS,AWAYPREDICTION,RESULT,MONTH,DAY,HOMETEAM,AWAYTEAM
2.21,0.7416297,1.72,0.25837025,1.0,03,31,SEA,BOS
1.69,0.985321,2.26,0.014678999,1.0,03,31,PHI,ATL
1.8,0.50702226,2.09,0.49297777,0.0,04,01,PIT,STL
1.62,0.9455348,2.4,0.05446518,1.0,04,01,CLE,CHW
1.45,0.78398544,2.87,0.21601462,1.0,04,01,NYY,DET
1.98,0.4667165,1.88,0.5332835,0.0,04,01,CIN,MIL
1.9,0.95350164,1.96,0.04649833,1.0,04,01,ATL,CHC
1.55,0.30602226,2.55,0.6939778,0.0,04,01,TOR,BAL
2.15,0.18177925,1.75,0.8182208,0.0,04,01,FLA,NYM
1.67,0.88577706,2.3,0.11422297,1.0,04,01,TBD,COL
1.45,0.6706038,2.9,0.32939616,0.0,04,02,NYY,DET
2.0,0.2648671,1.87,0.7351329,0.0,04,02,CIN,MIL
1.54,0.68288636,2.58,0.31711367,0.0,04,02,WSN,PHI
1.56,0.24261458,2.55,0.7573854,0.0,04,02,TOR,BAL
2.23,0.121225215,1.7,0.87877476,0.0,04,02,FLA,NYM
1.57,0.8760288,2.51,0.1239712,1.0,04,02,TBD,COL
2.52,0.5960441,1.57,0.4039559,1.0,04,02,TEX,HOU
2.21,0.7613074,1.72,0.23869263,1.0,04,02,OAK,BOS
1.49,0.8365583,2.72,0.16344175,1.0,04,02,LAD,SFG
1.57,0.41477725,2.52,0.5852227,0.0,04,02,SDP,ARI
1.92,0.82279396,1.95,0.17720607,1.0,04,02,SEA,ANA
1.79,0.22193307,2.11,0.77806693,0.0,04,03,CIN,MIL
2.19,0.6924031,1.72,0.30759692,1.0,04,03,WSN,PHI
1.52,0.8405262,2.65,0.15947375,0.0,04,03,CLE,CHW
1.78,0.6923958,2.1,0.3076042,0.0,04,03,TBD,COL
2.29,0.24641791,1.67,0.7535821,0.0,04,03,KCR,MIN
1.83,0.60332966,2.05,0.39667034,1.0,04,03,SDP,ARI
1.55,0.38761052,2.57,0.6123895,0.0,04,03,NYY,DET
1.65,0.35302523,2.32,0.6469748,1.0,04,03,TOR,BAL
2.79,0.04765523,1.48,0.9523448,0.0,04,03,FLA,NYM
1.74,0.9684027,2.16,0.031597365,1.0,04,03,ATL,CHC
1.92,0.30185938,1.94,0.6981406,0.0,04,03,PIT,STL
2.93,0.64899653,1.44,0.35100347,1.0,04,03,TEX,HOU
2.49,0.64001584,1.58,0.3599841,0.0,04,03,OAK,BOS
1.62,0.8917547,2.41,0.108245276,1.0,04,03,LAD,SFG
1.96,0.49092188,1.9,0.5090781,1.0,04,04,DET,KCR
1.75,0.1159299,2.15,0.8840701,0.0,04,04,NYM,WSN
2.9,0.08494862,1.45,0.91505134,0.0,04,04,BAL,NYY
2.23,0.7096171,1.7,0.2903829,1.0,04,04,OAK,BOS
1.49,0.7608352,2.73,0.23916483,1.0,04,04,CLE,TOR
1.94,0.3062122,1.92,0.6937878,1.0,04,04,PIT,CIN
1.82,0.9426062,2.06,0.057393845,1.0,04,04,ATL,CHC
2.1,0.7064921,1.78,0.29350787,1.0,04,05,CHW,SEA
2.16,0.47893465,1.74,0.52106535,0.0,04,05,COL,LAD
1.53,0.5108385,2.61,0.48916152,0.0,04,05,STL,SDP
2.04,0.65230525,1.83,0.34769478,0.0,04,05,SFG,TBD
1.62,0.7581335,2.38,0.24186654,1.0,04,05,PHI,MIN
1.71,0.46085072,2.21,0.5391492,1.0,04,05,PIT,CIN
2.12,0.7487638,1.77,0.2512362,1.0,04,05,ARI,BOS
1.69,0.7881292,2.25,0.21187072,1.0,04,05,CLE,TOR
1.59,0.8484711,2.45,0.15152887,1.0,04,05,ATL,FLA
1.62,0.8173391,2.4,0.18266085,1.0,04,05,ANA,TEX
1.77,0.6279199,2.11,0.37208015,1.0,04,06,DET,KCR
2.15,0.1898341,1.75,0.8101659,1.0,04,06,NYM,WSN
1.85,0.6250446,2.01,0.3749554,1.0,04,06,PIT,CIN
1.64,0.6278979,2.35,0.3721021,0.0,04,06,PHI,MIN
1.94,0.51036674,1.91,0.48963332,0.0,04,06,CHW,SEA
1.82,0.3808841,2.06,0.6191159,0.0,04,06,STL,SDP
1.85,0.8431947,2.01,0.15680526,1.0,04,06,ANA,TEX
2.15,0.6940674,1.76,0.30593255,1.0,04,06,SFG,TBD
1.49,0.8394929,2.74,0.16050704,1.0,04,06,CLE,TOR
2.59,0.06228638,1.54,0.9377136,0.0,04,06,BAL,NYY
1.59,0.82788664,2.44,0.1721133,1.0,04,06,HOU,OAK
1.77,0.63189995,2.13,0.36810005,0.0,04,06,MIL,CHC
1.56,0.7208165,2.53,0.2791835,0.0,04,06,ATL,FLA
2.58,0.059531547,1.54,0.94046843,0.0,04,07,BAL,NYY
1.74,0.690583,2.16,0.309417,1.0,04,07,PHI,MIN
1.58,0.8553731,2.49,0.14462686,1.0,04,07,CLE,TOR
1.97,0.66803974,1.89,0.33196023,1.0,04,07,DET,KCR
2.16,0.1372727,1.75,0.8627273,0.0,04,07,NYM,WSN
1.58,0.8123787,2.48,0.18762131,1.0,04,07,ATL,FLA
1.64,0.6621671,2.34,0.33783293,1.0,04,07,PIT,CIN
1.86,0.44356212,2.0,0.55643785,0.0,04,07,CHW,SEA
1.53,0.8541522,2.62,0.1458478,1.0,04,07,HOU,OAK
1.91,0.74275225,1.95,0.25724775,1.0,04,07,MIL,CHC
1.82,0.53018874,2.05,0.4698113,1.0,04,07,STL,SDP
2.03,0.5602063,1.84,0.4397937,0.0,04,07,SFG,TBD
1.79,0.8718754,2.08,0.12812462,1.0,04,07,ANA,TEX
2.17,0.7148771,1.74,0.28512284,0.0,04,07,ARI,BOS
2.05,0.3036949,1.81,0.69630516,0.0,04,07,COL,LAD
2.49,0.34608066,1.58,0.65391934,0.0,04,08,CHW,TBD
1.74,0.8157436,2.18,0.18425642,1.0,04,08,CHC,PIT
1.65,0.62660426,2.33,0.3733958,1.0,04,08,HOU,NYY
2.38,0.3524782,1.63,0.64752185,1.0,04,08,BAL,OAK
1.68,0.6908902,2.28,0.3091098,1.0,04,08,PHI,WSN
1.9,0.52423435,1.6,0.47576565,1.0,04,08,STL,LAD
2.21,0.54182243,1.71,0.45817748,0.0,04,09,DET,CLE
1.36,0.7721809,3.27,0.22781911,0.0,04,09,BOS,TOR
2.48,0.30869818,1.58,0.6913018,0.0,04,09,CHW,TBD
1.52,0.63767374,2.64,0.36232626,1.0,04,09,CIN,FLA
2.57,0.27453262,1.55,0.7254673,0.0,04,09,BAL,OAK
1.69,0.5701674,2.25,0.4298325,0.0,04,09,PHI,WSN
1.39,0.28770906,3.19,0.7122909,0.0,04,09,NYM,MIN
2.04,0.5486031,1.84,0.4513969,1.0,04,09,STL,LAD
1.95,0.34742552,1.91,0.6525744,0.0,04,09,KCR,SEA
1.87,0.5946312,2.0,0.4053688,0.0,04,09,COL,ATL
1.76,0.5300235,2.14,0.46997645,1.0,04,09,SFG,SDP
1.93,0.75260496,1.92,0.24739502,1.0,04,09,ANA,MIL
2.29,0.57673293,1.67,0.4232671,1.0,04,10,DET,CLE
2.49,0.30020362,1.58,0.69979644,0.0,04,10,CHW,TBD
2.16,0.47683793,1.74,0.523162,0.0,04,10,SFG,SDP
1.63,0.6075707,2.37,0.39242926,1.0,04,10,CIN,FLA
2.6,0.24893463,1.54,0.7510653,0.0,04,10,BAL,OAK
1.61,0.48565337,2.4,0.5143466,0.0,04,10,PHI,WSN
1.53,0.33368704,2.63,0.66631293,1.0,04,10,NYM,MIN
1.5,0.6905392,2.7,0.30946076,1.0,04,10,HOU,NYY
1.96,0.64786965,1.91,0.35213032,1.0,04,10,STL,LAD
1.88,0.30052835,1.97,0.6994717,0.0,04,10,KCR,SEA
1.69,0.72881585,2.26,0.2711841,0.0,04,10,ARI,TEX
2.2,0.79674244,1.72,0.2032575,1.0,04,10,ANA,MIL
2.35,0.207921,1.64,0.79207903,0.0,04,11,BAL,OAK
1.58,0.6889991,2.47,0.3110009,1.0,04,11,CIN,FLA
2.19,0.5112147,1.73,0.48878533,0.0,04,11,DET,CLE
2.36,0.24666262,1.64,0.75333744,0.0,04,11,KCR,SEA
2.19,0.6052254,1.73,0.39477456,1.0,04,11,STL,LAD
1.54,0.7998391,2.6,0.2001609,1.0,04,11,BOS,TOR
1.76,0.4544484,2.13,0.54555154,0.0,04,11,ATL,NYM
1.58,0.7941986,2.49,0.20580146,1.0,04,11,CHC,PIT
1.77,0.9004667,2.49,0.0995333,1.0,04,12,CHC,ANA
1.49,0.41547006,2.74,0.58452994,0.0,04,12,NYY,CHW
1.53,0.44282094,2.1,0.5571791,0.0,04,12,WSN,PIT
2.31,0.42071384,1.66,0.57928616,0.0,04,12,TOR,TBD
1.38,0.6634828,3.18,0.33651716,1.0,04,12,BOS,BAL
2.42,0.41565946,1.61,0.5843405,0.0,04,12,FLA,PHI
1.87,0.3466544,1.99,0.6533455,0.0,04,12,ATL,NYM
1.85,0.3867762,2.02,0.6132238,0.0,04,12,ARI,SDP
1.96,0.51637465,1.9,0.4836254,1.0,04,12,SFG,COL
1.36,0.5886334,3.33,0.41136652,0.0,04,13,BOS,BAL
1.6,0.48752138,2.44,0.51247865,1.0,04,13,NYY,CHW
1.47,0.67420274,2.8,0.32579723,1.0,04,13,MIN,DET
1.48,0.8574173,2.75,0.14258268,0.0,04,13,CHC,ANA
2.77,0.45664933,1.48,0.5433507,1.0,04,13,TOR,TBD
1.7,0.5111051,2.22,0.48889482,1.0,04,13,SFG,COL
1.81,0.53584,2.07,0.46416,1.0,04,13,WSN,PIT
2.39,0.49019393,1.61,0.50980616,1.0,04,13,FLA,PHI
2.0,0.62050855,1.87,0.37949142,1.0,04,13,CIN,STL
2.35,0.59903616,1.64,0.40096384,1.0,04,13,KCR,CLE
1.65,0.48594663,2.25,0.5140534,1.0,04,13,ATL,NYM
2.04,0.39980066,1.83,0.60019934,0.0,04,13,ARI,SDP
1.61,0.5200359,2.4,0.47996408,0.0,04,13,LAD,MIL
2.27,0.41930687,1.69,0.5806932,0.0,04,13,SEA,HOU
1.38,0.70745057,3.17,0.29254937,1.0,04,14,BOS,BAL
1.5,0.40890285,2.7,0.5910972,0.0,04,14,NYY,CHW
2.16,0.40198502,1.74,0.598015,0.0,04,14,TOR,TBD
2.31,0.4058163,1.66,0.5941837,0.0,04,14,FLA,PHI
1.55,0.50736463,2.57,0.49263537,0.0,04,14,WSN,PIT
1.41,0.7580542,3.04,0.24194579,1.0,04,14,MIN,DET
2.19,0.6004707,1.72,0.39952937,1.0,04,14,KCR,CLE
2.28,0.6227235,1.67,0.3772765,1.0,04,14,TEX,OAK
2.06,0.4969462,1.82,0.50305384,0.0,04,14,CIN,STL
1.96,0.37760767,1.9,0.62239236,0.0,04,14,SFG,COL
1.88,0.4995088,1.98,0.5004912,1.0,04,14,ARI,SDP
1.67,0.61266506,2.29,0.38733494,1.0,04,14,LAD,MIL
2.7,0.42592353,1.51,0.5740764,0.0,04,14,SEA,HOU
2.38,0.43709993,1.62,0.5629001,1.0,04,14,ATL,NYM
1.38,0.5655042,3.23,0.43449578,0.0,04,15,BOS,BAL
1.85,0.36994296,2.02,0.63005704,0.0,04,15,PHI,NYM
2.17,0.49684,1.74,0.50315994,0.0,04,15,FLA,CHC
1.73,0.6758459,2.18,0.32415405,1.0,04,15,MIL,STL
1.78,0.5247908,2.11,0.47520924,0.0,04,15,MIN,TOR
1.92,0.5584294,1.94,0.4415706,1.0,04,16,NYY,BOS
1.93,0.51806307,1.93,0.48193696,0.0,04,16,DET,PIT
1.84,0.4199341,2.02,0.5800659,1.0,04,16,PHI,NYM
1.56,0.5015454,2.56,0.4984545,0.0,04,16,WSN,SFG
2.2,0.43064347,1.73,0.5693565,0.0,04,16,FLA,CHC
1.4,0.47740206,3.11,0.5225979,1.0,04,16,TBD,BAL
1.71,0.6569138,2.2,0.3430862,0.0,04,16,ATL,ARI
1.82,0.6673153,2.06,0.3326847,1.0,04,16,MIL,STL
1.65,0.5462284,2.32,0.45377162,0.0,04,16,MIN,TOR
2.07,0.8396194,1.8,0.16038059,1.0,04,16,TEX,ANA
1.84,0.5227181,2.02,0.4772819,1.0,04,16,CHW,KCR
1.61,0.27498892,2.41,0.72501117,0.0,04,16,SDP,COL
1.54,0.8186383,2.6,0.18136166,1.0,04,16,LAD,CIN
1.98,0.42855543,1.88,0.57144463,0.0,04,16,SEA,CLE
1.88,0.45889103,1.98,0.54110897,1.0,04,17,PHI,NYM
1.74,0.60241634,2.17,0.3975836,0.0,04,17,MIL,STL
1.84,0.36186418,2.02,0.6381358,0.0,04,17,CHW,KCR
1.56,0.847367,2.53,0.15263304,1.0,04,17,LAD,CIN
1.84,0.65399206,2.03,0.34600803,1.0,04,17,NYY,BOS
1.96,0.40513232,1.9,0.5948677,0.0,04,17,DET,PIT
2.13,0.35921338,1.76,0.6407866,0.0,04,17,SEA,CLE
1.67,0.5349478,2.31,0.4650522,1.0,04,17,WSN,SFG
2.42,0.36547673,1.61,0.6345233,0.0,04,17,FLA,CHC
1.39,0.48779327,3.14,0.51220673,1.0,04,17,TBD,BAL
1.57,0.6164727,2.52,0.38352725,0.0,04,17,ATL,ARI
1.6,0.6335825,2.43,0.36641747,1.0,04,17,MIN,TOR
1.83,0.8593288,2.03,0.14067115,1.0,04,17,TEX,ANA
2.32,0.7051701,1.65,0.29482996,1.0,04,17,OAK,HOU
1.58,0.5260097,2.48,0.47399032,0.0,04,18,ATL,ARI
1.5,0.63843656,2.71,0.3615634,1.0,04,18,WSN,SFG
1.91,0.46591678,1.94,0.53408325,1.0,04,18,DET,CHW
1.55,0.50613904,2.57,0.49386093,0.0,04,18,MIN,TOR
1.48,0.60013837,2.77,0.39986163,0.0,04,18,NYY,KCR
1.38,0.44054118,3.18,0.55945885,0.0,04,18,TBD,BAL
1.58,0.64929515,2.48,0.35070476,1.0,04,19,CHC,ARI
1.59,0.64317423,2.47,0.35682574,1.0,04,19,NYY,KCR
1.95,0.63934004,1.93,0.36065993,1.0,04,19,PIT,SFG
1.9,0.36094132,1.96,0.6390587,0.0,04,19,DET,CHW
2.06,0.28451955,1.78,0.7154805,1.0,04,19,FLA,WSN
1.93,0.552269,1.94,0.44773102,0.0,04,19,TBD,BOS
1.98,0.5379623,1.89,0.4620377,0.0,04,19,MIL,LAD
1.84,0.59400403,2.03,0.405996,1.0,04,19,COL,PHI
1.84,0.5215174,2.02,0.4784826,0.0,04,19,ANA,SEA
1.6,0.47479603,2.44,0.525204,0.0,04,19,SDP,CIN
1.39,0.7124414,3.17,0.2875587,1.0,04,20,NYY,KCR
1.65,0.6119976,2.33,0.38800243,1.0,04,20,STL,NYM
1.75,0.5191419,2.16,0.4808581,0.0,04,20,CHC,ARI
2.67,0.18218909,1.53,0.8178109,0.0,04,20,BAL,MIN
1.73,0.74507844,2.18,0.25492156,1.0,04,20,PIT,SFG
1.74,0.5439585,2.17,0.45604154,0.0,04,20,OAK,TOR
1.7,0.729837,2.22,0.27016297,1.0,04,20,CLE,ATL
3.06,0.25193694,1.42,0.7480631,1.0,04,20,FLA,WSN
1.72,0.5870137,2.21,0.4129863,0.0,04,20,TBD,BOS
1.99,0.59720916,1.87,0.4027908,1.0,04,20,MIL,LAD
1.7,0.72409934,2.22,0.2759007,0.0,04,20,CLE,ATL
2.67,0.2459176,1.53,0.7540824,0.0,04,20,BAL,MIN
2.92,0.59736043,1.44,0.40263963,1.0,04,20,TEX,HOU
1.71,0.40421173,2.24,0.59578836,0.0,04,20,COL,PHI
1.79,0.35217437,2.11,0.64782566,0.0,04,20,SDP,CIN
1.83,0.48604342,2.03,0.5139565,0.0,04,20,ANA,SEA
2.32,0.16436623,1.66,0.83563375,0.0,04,21,BAL,MIN
1.46,0.7389322,2.82,0.26106778,1.0,04,21,NYY,KCR
1.87,0.45844606,1.99,0.5415539,1.0,04,21,DET,CHW
2.41,0.24071367,1.61,0.7592863,0.0,04,21,FLA,WSN
1.67,0.6499257,2.28,0.3500743,0.0,04,21,PIT,SFG
2.14,0.51493114,1.76,0.48506892,0.0,04,21,MIL,LAD
1.87,0.44277126,1.99,0.5572288,0.0,04,21,TBD,BOS
2.19,0.45979184,1.73,0.5402082,1.0,04,21,STL,NYM
1.91,0.5569425,1.94,0.44305742,1.0,04,21,CHC,ARI
3.17,0.6203002,1.39,0.37969983,1.0,04,21,TEX,HOU
2.18,0.5190783,1.75,0.4809217,1.0,04,21,COL,PHI
1.82,0.5440982,2.05,0.45590177,1.0,04,21,ANA,SEA
1.67,0.51776797,2.3,0.48223203,0.0,04,21,OAK,TOR
1.92,0.5168239,1.94,0.48317608,1.0,04,21,SDP,CIN
1.9,0.64235944,1.96,0.3576405,0.0,04,21,CLE,ATL
1.88,0.4789995,1.98,0.52100056,1.0,04,22,NYM,PHI
2.11,0.21703826,1.77,0.7829617,0.0,04,22,BAL,CHW
1.74,0.46658096,2.18,0.533419,0.0,04,22,PIT,ARI
1.56,0.6407404,2.55,0.35925955,1.0,04,22,TBD,KCR
1.65,0.7090855,2.33,0.2909145,1.0,04,22,STL,MIL
1.47,0.73825145,2.8,0.26174852,0.0,04,23,BOS,DET
1.42,0.6771699,3.03,0.32283014,0.0,04,23,CLE,FLA
2.0,0.64420074,1.87,0.3557993,1.0,04,23,CIN,ATL
2.16,0.25803193,1.75,0.7419681,1.0,04,23,BAL,CHW
1.9,0.42671373,1.97,0.5732863,0.0,04,23,PIT,ARI
1.89,0.50524116,1.97,0.49475884,0.0,04,23,TOR,SFG
1.47,0.64739454,2.8,0.35260546,0.0,04,23,BOS,DET
1.79,0.5892108,2.11,0.41078916,1.0,04,23,NYM,PHI
1.52,0.6964629,2.67,0.30353707,1.0,04,23,TBD,KCR
1.84,0.6844457,2.04,0.31555435,1.0,04,23,STL,MIL
1.6,0.6720146,2.46,0.32798544,1.0,04,23,HOU,MIN
1.8,0.25174683,2.08,0.74825317,0.0,04,23,COL,WSN
1.86,0.5544679,2.01,0.4455321,0.0,04,23,ANA,NYY
1.68,0.76949984,2.28,0.23050012,1.0,04,23,OAK,TEX
1.62,0.64260685,2.4,0.3573931,1.0,04,24,CLE,FLA
1.43,0.6766606,2.96,0.3233394,0.0,04,24,TBD,KCR
1.74,0.6530446,2.15,0.3469554,1.0,04,24,STL,MIL
2.33,0.45023003,1.61,0.54977,1.0,04,24,COL,WSN
1.65,0.7954427,2.33,0.20455731,1.0,04,24,OAK,TEX
1.73,0.26208308,2.2,0.7379169,1.0,04,24,SDP,SEA
2.05,0.565153,1.82,0.43484694,0.0,04,24,TOR,SFG
1.98,0.59892267,1.89,0.40107733,0.0,04,24,CIN,ATL
2.16,0.47862437,1.74,0.5213756,0.0,04,24,NYM,PHI
1.8,0.30386645,2.08,0.6961335,1.0,04,24,BAL,CHW
1.87,0.33283636,1.99,0.6671636,0.0,04,24,PIT,ARI
1.46,0.72990954,2.86,0.27009043,1.0,04,24,BOS,DET
1.89,0.6577858,1.97,0.34221423,1.0,04,24,CHC,LAD
1.67,0.7626516,2.3,0.23734844,1.0,04,24,HOU,MIN
1.94,0.5175055,1.92,0.48249447,0.0,04,24,ANA,NYY
1.89,0.33486253,1.96,0.66513747,0.0,04,25,PIT,ARI
2.02,0.59572357,1.84,0.40427646,0.0,04,25,CHC,LAD
1.7,0.6648737,2.22,0.33512625,1.0,04,25,CIN,ATL
1.5,0.6575092,2.7,0.34249076,0.0,04,25,PHI,FLA
1.43,0.73796415,2.95,0.26203585,1.0,04,25,BOS,DET
2.01,0.52851045,1.85,0.4714895,1.0,04,25,ANA,NYY
1.55,0.67578816,2.55,0.3242118,1.0,04,26,PHI,FLA
1.47,0.41739675,2.8,0.5826032,0.0,04,26,WSN,SDP
1.79,0.48293093,2.09,0.517069,1.0,04,26,TOR,OAK
1.59,0.4758229,2.46,0.52417713,0.0,04,26,NYM,MIL
1.63,0.52502906,2.36,0.47497097,0.0,04,26,ATL,COL
1.63,0.6817812,2.35,0.3182189,0.0,04,26,HOU,CLE
1.67,0.6271007,2.28,0.37289932,1.0,04,26,SEA,TEX
1.51,0.52653867,2.68,0.47346136,1.0,04,27,MIN,BAL
1.67,0.73451674,2.28,0.26548323,1.0,04,27,STL,CIN
1.93,0.45547965,1.92,0.5445203,1.0,04,27,TOR,OAK
1.75,0.5094245,2.14,0.49057552,0.0,04,27,BOS,TBD
1.77,0.7218582,2.11,0.2781418,1.0,04,27,HOU,CLE
1.99,0.35641474,1.87,0.64358526,0.0,04,27,SFG,NYY
1.59,0.39680743,2.46,0.60319257,0.0,04,27,WSN,SDP
1.51,0.71516323,2.68,0.2848368,1.0,04,27,PHI,FLA
1.75,0.43385056,2.15,0.5661495,0.0,04,27,NYM,MIL
1.95,0.6487752,1.9,0.35122472,1.0,04,27,KCR,ANA
1.82,0.46889725,2.06,0.5311027,0.0,04,27,ATL,COL
1.92,0.4633377,1.93,0.53666234,0.0,04,27,ARI,CHC
1.54,0.71208286,2.58,0.28791714,1.0,04,27,LAD,PIT
1.71,0.4930367,2.21,0.5069634,0.0,04,27,SEA,TEX
1.72,0.5221616,2.19,0.47783837,0.0,04,28,BOS,TBD
1.58,0.70280933,2.48,0.29719064,1.0,04,28,PHI,FLA
2.04,0.43478456,1.83,0.56521547,1.0,04,28,TOR,OAK
1.8,0.44265002,2.07,0.55735,1.0,04,28,NYM,MIL
1.59,0.5201789,2.45,0.47982106,1.0,04,28,ATL,COL
2.06,0.368714,1.81,0.631286,1.0,04,28,WSN,SDP
2.03,0.5419259,1.83,0.45807406,1.0,04,28,CHW,DET
1.46,0.51680595,2.84,0.48319408,1.0,04,28,MIN,BAL
1.95,0.5883659,1.9,0.41163415,0.0,04,28,KCR,ANA
1.69,0.7681586,2.24,0.23184136,1.0,04,28,STL,CIN
2.12,0.37468258,1.77,0.6253174,0.0,04,28,SFG,NYY
1.89,0.42606208,1.96,0.57393795,0.0,04,28,ARI,CHC
1.47,0.68627197,2.82,0.31372806,1.0,04,28,LAD,PIT
1.92,0.53533995,1.94,0.46466002,0.0,04,28,SEA,TEX
1.91,0.6932416,1.94,0.30675843,1.0,04,28,HOU,CLE
1.71,0.6295283,2.22,0.37047175,1.0,04,29,BOS,OAK
1.75,0.58358115,2.14,0.41641888,0.0,04,29,WSN,STL
1.67,0.58879983,2.32,0.41120017,0.0,04,29,NYM,CIN
1.64,0.47856805,2.35,0.5214319,1.0,04,29,ATL,SDP
1.9,0.54148936,1.96,0.45851067,1.0,04,29,MIL,COL
2.47,0.48904738,1.58,0.51095265,1.0,04,29,MIN,HOU
1.49,0.70709485,2.71,0.29290512,0.0,04,30,PHI,DET
1.96,0.5088122,1.91,0.4911878,0.0,04,30,WSN,STL
1.6,0.6206708,2.44,0.37932923,1.0,04,30,BOS,OAK
2.7,0.26191017,1.5,0.73808986,0.0,04,30,FLA,CLE
1.91,0.5184359,1.97,0.4815641,1.0,04,30,NYM,CIN
1.86,0.40427193,2.01,0.5957281,0.0,04,30,ATL,SDP
1.94,0.54428905,1.92,0.455711,1.0,04,30,MIL,COL
2.38,0.45822772,1.62,0.5417723,0.0,04,30,MIN,HOU
2.34,0.41508654,1.64,0.5849135,0.0,04,30,SFG,LAD
1.71,0.63132197,2.2,0.36867803,1.0,05,01,BOS,OAK
2.21,0.41046548,1.72,0.5895346,1.0,05,01,KCR,TBD
1.91,0.5076879,1.94,0.492312,0.0,05,01,TEX,PIT
1.73,0.28778067,2.2,0.71221936,1.0,05,01,ARI,NYY
1.58,0.40893337,2.45,0.59106666,0.0,05,01,CHW,BAL
2.21,0.3346978,1.72,0.6653022,1.0,05,01,KCR,TBD
2.15,0.37917712,1.74,0.62082285,0.0,05,01,SEA,CHC
1.52,0.6240671,2.62,0.3759329,0.0,05,01,NYM,CIN
1.39,0.7687632,3.11,0.23123679,1.0,05,01,PHI,DET
1.69,0.55242753,2.24,0.44757247,0.0,05,01,WSN,STL
2.09,0.39199427,1.79,0.60800564,1.0,05,01,FLA,CLE
1.69,0.5292124,2.23,0.47078758,1.0,05,01,ATL,SDP
1.69,0.5469649,2.25,0.45303515,0.0,05,01,MIL,COL
1.58,0.44959456,2.45,0.55040544,1.0,05,01,CHW,BAL
2.25,0.49892977,1.69,0.5010702,1.0,05,01,SFG,LAD
1.68,0.60539997,2.26,0.39460012,1.0,05,01,ANA,TOR
1.68,0.4420044,2.29,0.55799556,0.0,05,02,ATL,SDP
1.54,0.6243761,2.58,0.37562388,1.0,05,02,NYM,CIN
2.24,0.5945079,1.69,0.4054921,1.0,05,02,MIN,HOU
1.86,0.5091357,2.01,0.49086428,0.0,05,02,MIL,COL
2.44,0.32427093,1.59,0.67572904,0.0,05,02,KCR,TBD
1.67,0.6102658,2.32,0.3897342,1.0,05,02,WSN,STL
1.87,0.6224142,2.0,0.3775858,1.0,05,02,ANA,TOR
1.93,0.6686041,1.92,0.33139595,1.0,05,03,CHC,STL
2.98,0.19672759,1.43,0.80327237,0.0,05,03,BAL,TBD
1.65,0.5961915,2.33,0.40380844,1.0,05,03,NYY,MIN
1.58,0.6018904,2.5,0.39810959,1.0,05,03,PHI,WSN
1.82,0.4802461,2.06,0.5197539,0.0,05,03,PIT,OAK
1.67,0.6636732,2.29,0.33632672,0.0,05,03,CIN,SFG
1.65,0.48362434,2.33,0.5163757,1.0,05,03,CLE,SEA
1.67,0.670661,2.29,0.32933903,1.0,05,03,DET,KCR
